A1BG
ATXN7L1
ATXN7L2
AUTS2
AVL9
AXIN2
AZIN1
AZIN2
B3GALT2
B3GAT1
B3GAT2
B3GLCT
B3GNT7
B4GALNT4
B4GALT2
B4GALT5
B4GALT6
BAALC
BAALC-AS1
BAALC-AS2
BACH2
BAD
BAG3
BAHCC1
BAHD1
BAIAP2-AS1
BAK1
BAMBI
BARHL1
BAZ2A
BBS2
BBX
BCAN
BCAR1
BCAR3
BCAS1
BCKDHB
BCL11B
BCL2L1
BCL2L11
BCL2L13
BCL2L2-PABPN1
BCL6
BCL7A
BCLAF1
BCOR
BCR
BDH1
BEST1
BEST3
BET1
BEX1
BEX3
BEX4
BGN
BHLHA9
BICD2
BID
BIN1
BIN3
BIRC6
BIRC7
BLMH
BLOC1S2
BLOC1S4
BLOC1S6
BMF
BMP2
BMP4
BMP7
BMP8A
BMP8B
BMPER
BMPR2
BNIP3
BNIP3L
BOC
BOD1
BOD1L1
BOLA1
BORCS6
BORCS7
BPGM
BPHL
BPTF
BRAT1
BRD1
BRD4
BRD7
BRF1
BRINP1
BRINP2
BRINP3
BRMS1L
BRSK2
BRWD1-AS2
BSCL2
BSG
BSN
BSN-AS2
BTAF1
BTBD11
BTBD17
BTBD2
BTF3
BTG2
BUD13
C10orf25
C10orf76
C10orf90
C10orf91
C11orf49
C11orf58
C11orf91
C11orf94
C11orf95
C11orf96
C12orf49
C12orf65
C12orf76
C14orf132
C14orf93
C15orf39
C15orf59
C15orf59-AS1
C15orf61
C16orf46
C16orf47
C16orf52
C16orf62
C16orf72
C16orf87
C16orf95
C16orf96
C17orf102
C17orf62
C17orf97
C18orf32
C18orf54
C19orf24
C19orf25
C1orf106
C1orf109
C1orf122
C1orf127
C1orf198
C1orf21
C1orf216
C1orf61
C1orf94
C1QBP
C1QL1
C1QL2
C1QTNF3-AMACR
C1QTNF5
C20orf194
C20orf27
C22orf23
C22orf34
C2CD2
C2orf42
C2orf49
C2orf72
C2orf80
C2orf92
C3orf58
C3orf70
C4orf48
C5
C5orf64
C5orf64-AS1
C5orf67
C6orf118
C6orf58
C7orf43
C7orf50
C7orf61
C7orf65
C7orf71
C8orf46
C8orf76
C8orf87
C9orf129
C9orf3
C9orf43
C9orf62
C9orf72
CA10
CABIN1
CABP1
CABP7
CACHD1
CACNA1A
CACNA1E
CACNA1G
CACNA1G-AS1
CACNA1I
CACNA1S
CACNA2D1
CACNA2D2
CACNA2D3
CACNB2
CACNG1
CACNG2
CACNG4
CACNG6
CACNG7
CACTIN
CACUL1
CADM1
CADM2
CADM3
CADM3-AS1
CADM4
CADPS
CAHM
CALM1
CALM2
CALM3
CALN1
CALR
CAMK1D
CAMK2A
CAMK2D
CAMK2N1
CAMSAP1
CAMSAP2
CAMTA1
CAMTA2
CAP1
CAPN10
CAPN15
CAPN2
CAPN5
CAPRIN1
CAPZA2
CARD11
CARD19
CARM1
CASC10
CASC11
CASC23
CASC4
CASD1
CASKIN1
CASKIN2
CASQ1
CASTOR1
CASZ1
CATSPERD
CATSPERZ
CAV2
CAVIN1
CBFB
CBR3
CBR3-AS1
CBX4
CBX5
CBX6
CBX7
CBX8
CCAR2
CCDC103
CCDC106
CCDC13
CCDC15
CCDC151
CCDC163
CCDC167
CCDC171
CCDC174
CCDC188
CCDC26
CCDC28A
CCDC51
CCDC7
CCDC78
CCDC80
CCDC84
CCDC85C
CCDC88A
CCDC88C
CCDC90B
CCDC97
CCDC9B
CCNA2
CCND2
CCNE2
CCNG2
CCNH
CCNQ
CCNT1
CCNY
CCP110
CCR10
CCT7
CCT8
CCT8L2
CD200
CD4
CD47
CD63
CD81
CD81-AS1
CD82
CDAN1
CDC14A
CDC14B
CDC25B
CDC34
CDC42EP1
CDC45
CDCA5
CDCA8
CDH11
CDH12
CDH13
CDH15
CDH2
CDH20
CDH22
CDHR3
CDK14
CDK20
CDK2AP1
CDK5R1
CDKN2AIP
CDO1
CDPF1
CDR2
CDS2
CDYL
CECR2
CECR3
CELF1
CELF2
CELF2-AS1
CELF4
CELSR2
CEND1
CENPJ
CENPM
CENPP
CEP162
CEP164
CEP295NL
CEP41
CEP57L1
CEP68
CEP85L
CEP97
CERCAM
CERK
CERS1
CERS4
CES2
CES3
CES4A
CFAP20
CFAP65
CFAP77
CFAP97
CFDP1
CGGBP1
CGRRF1
CHADL
CHAMP1
CHCHD6
CHD2
CHD3
CHD7
CHD9
CHEK2
CHERP
CHFR
CHIC2
CHID1
CHIT1
CHKB
CHKB-AS1
CHMP1B
CHMP3
CHMP4A
CHMP4B
CHMP6
CHN1
CHPF
CHRM1
CHRNA4
CHRNB2
CHST1
CHST15
CHST3
CHST5
CHST9
CIC
CIP2A
CIPC
CIRBP
CISD2
CISTR
CIT
CITED1
CITED2
CKB
CKMT2-AS1
CKS2
CLASP2
CLCN3
CLCN7
CLDN10
CLDN11
CLDN23
CLDN5
CLEC16A
CLEC18B
CLEC3B
CLGN
CLHC1
CLIP1
CLIP2
CLK1
CLK4
CLLU1OS
CLMAT3
CLN3
CLPTM1
CLU
CLVS1
CLVS2
CMIP
CMKLR1
CMSS1
CMTM5
CMTR1
CNIH2
CNKSR2
CNN3
CNNM2
CNPY2
CNPY3
CNRIP1
CNTFR
CNTFR-AS1
CNTLN
CNTN1
CNTNAP1
COA1
COBL
COG6
COG7
COL13A1
COL16A1
COL20A1
COL23A1
COL27A1
COL2A1
COL4A2-AS1
COL5A3
COL6A1
COL9A2
COL9A3
COLEC12
COLGALT1
COLGALT2
COMMD3-BMI1
COMMD6
COMMD8
COMMD9
COPA
COPE
COPG2
COPS6
COQ4
COQ8A
CORO1C
CORO2B
COTL1
COX20
COX4I2
COX7A2
CPE
CPEB1-AS1
CPEB3
CPEB4
CPNE2
CPNE5
CPSF2
CPSF4
CPXM1
CRB2
CREB3L2
CREB5
CREBL2
CREBZF
CRELD2
CREM
CRIM1
CRIP2
CRIPT
CRK
CRLF3
CRLS1
CRMP1
CROCC
CRTAC1
CRTAM
CRTAP
CRTC3-AS1
CRY2
CRYAB
CSDC2
CSF1
CSGALNACT1
CSGALNACT2
CSKMT
CSMD1
CSMD2
CSMD3
CSNK1A1
CSNK1E
CSNK1G2
CSNK1G3
CSNK2A3
CSPG4
CSPG5
CSRNP2
CSRP1
CST3
CST9
CSTB
CSTF2T
CSTF3
CTBP2
CTC1
CTDNEP1
CTDSPL
CTGF
CTH
CTHRC1
CTIF
CTNNA1
CTNNA2
CTNNA3
CTNND2
CTNS
CTPS1
CTSA
CTSB
CTSD
CTSF
CTTNBP2
CTU2
CUBN
CUEDC1
CUL1
CUL2
CUL5
CXCR4
CXXC1
CXXC4
CXXC4-AS1
CXXC5
CYB561D2
CYFIP2
CYHR1
CYP26B1
CYP27C1
CYP46A1
CYTH1
CYTH4
CYTOR
D2HGDH
DAAM1
DAAM2
DAB1
DAB2IP
DACT1
DACT3-AS1
DAD1
DAGLA
DAND5
DAPL1
DAZAP1
DBF4
DBI
DBN1
DBNDD1
DBT
DCAF11
DCAF4L2
DCAF7
DCAKD
DCBLD2
DCC
DCDC1
DCK
DCLK1
DCLK2
DCT
DCTN2
DCTN6
DCUN1D4
DDAH1
DDHD1
DDI2
DDIT4
DDX10
DDX31
DDX39A
DDX49
DDX50
DDX56
DDX59
DDX6
DEF8
DEFB115
DEFB136
DENND1A
DENND2A
DENND4C
DENND5A
DENND6A
DEPDC7
DESI2
DEXI
DGCR10
DGCR11
DGCR2
DGCR5
DGCR9
DGKB
DGKG
DGKH
DGKI
DGKQ
DGLUCY
DHCR7
DHH
DHRS3
DHX30
DHX34
DHX35
DHX37
DIAPH1
DICER1
DICER1-AS1
DIP2B
DIP2C
DIRC3
DIS3L
DISP3
DIXDC1
DKFZP434A062
DKFZP434H168
DKK3
DLC1
DLEU2
DLG3
DLGAP1
DLGAP1-AS2
DLL3
DLL4
DLX2-AS1
DLX3
DMPK
DMTF1
DMTN
DNAH11
DNAI1
DNAI2
DNAJB1
DNAJB12
DNAJB14
DNAJB5
DNAJB9
DNAJC1
DNAJC14
DNAJC18
DNAJC27-AS1
DNAJC3
DNAJC4
DNAJC6
DNASE2
DNER
DNLZ
DNM3
DNM3-IT1
DOCK10
DOCK4
DOCK7
DOK5
DOK6
DOLK
DOLPP1
DPAGT1
DPF1
DPF3
DPH3
DPH6
DPH6-AS1
DPM2
DPP10
DPP6
DPP9
DPYSL2
DPYSL3
DPYSL4
DPYSL5
DRAIC
DRAXIN
DRC3
DRG1
DSCAM
DSCAML1
DSCR3
DSCR9
DST
DTD2
DTNA
DTX1
DTX4
DUS2
DUSP1
DUSP16
DUSP26
DUSP5
DUSP6
DUSP7
DUSP9
DUT
DVL2
DYNC1LI2
DYNLRB1
DYRK1A
DZIP1
E2F2
E2F7
EBAG9
EBF2
EBF3
EBF4
ECE1
ECHDC3
ECT2
EEA1
EEF1A1
EEF1A2
EEF2
EEF2K
EEPD1
EFCAB2
EFHC1
EFHD1
EFHD2
EFNA2
EFNA3
EFR3B
EFS
EGFR
EGLN1
EGLN3
EGR1
EGR2
EHD1
EHHADH-AS1
EI24
EIF1B
EIF1B-AS1
EIF2AK2
EIF2D
EIF3B
EIF3E
EIF3H
EIF4A1
EIF4E
EIF4E1B
EIF4E3
EIF4ENIF1
EIF4G3
EIF5
EIF5A
EIPR1
ELAVL2
ELAVL3
ELDR
ELF1
ELF2
ELFN1
ELFN2
ELK3
ELMO1-AS1
ELN
ELOB
ELOVL6
ELP1
ELP3
ELP4
ELP6
EMC2
EMC7
EMD
EMILIN1
EMILIN2
EML1
EML6
EMP3
EN1
ENAH
ENC1
ENDOG
ENDOV
ENHO
ENKUR
ENO3
ENOX1
ENTPD2
ENTPD3-AS1
ENTPD4
EP300
EP300-AS1
EP400
EPAS1
EPB41L1
EPC1
EPC2
EPHA10
EPHA2
EPHA3
EPHA4
EPHB1
EPHB2
EPHB3
EPM2A
EPN2
EPN2-AS1
EPS8L2
EQTN
ERBB4
ERBIN
ERCC2
ERF
ERFE
ERICH1
ERLIN1
ERRFI1
ETNPPL
ETS1
ETV1
ETV3L
ETV5
EVA1C
EVI5L
EVL
EWSR1
EXD3
EXOG
EXOSC1
EXOSC2
EXT1
EYA1
EZH2
F11-AS1
F3
FA2H
FABP3
FADS1
FADS2
FADS3
FAHD1
FAM102A
FAM107B
FAM109B
FAM110A
FAM111B
FAM122A
FAM129B
FAM131B
FAM135B
FAM13C
FAM156A
FAM156B
FAM163B
FAM166B
FAM167A
FAM168A
FAM168B
FAM169A
FAM171B
FAM173A
FAM174A
FAM174B
FAM181B
FAM182B
FAM184A
FAM192A
FAM196A
FAM198A
FAM19A2
FAM19A5
FAM205C
FAM210A
FAM212B
FAM222A
FAM222A-AS1
FAM222B
FAM228B
FAM231B
FAM234A
FAM35A
FAM3C
FAM49A
FAM50B
FAM53C
FAM57B
FAM69B
FAM69C
FAM71A
FAM72A
FAM76A
FAM76B
FAM78B
FAM83A
FAM84B
FANCI
FBLN2
FBN1
FBN2
FBN3
FBRS
FBRSL1
FBXL16
FBXL3
FBXL5
FBXO10
FBXO11
FBXO21
FBXO31
FBXO32
FBXO42
FBXO7
FDXR
FEM1A
FEM1C
FEN1
FERMT1
FERMT2
FERMT3
FES
FEZ1
FGD1
FGF1
FGF11
FGF13-AS1
FGF14
FGF14-AS2
FGF14-IT1
FGF2
FGF9
FGFBP3
FGFR2
FGFRL1
FHAD1
FHDC1
FHL1
FHL3
FHOD3
FIBCD1
FIBIN
FIGN
FIP1L1
FITM2
FJX1
FKBP5
FKBP7
FLCN
FLJ16779
FLJ22447
FLJ37453
FLJ38576
FLJ45513
FLNA
FLNC
FLRT1
FLVCR2
FLYWCH1
FLYWCH2
FMN2
FMNL3
FNBP1
FNDC3A
FNDC4
FNIP1
FNIP2
FOS
FOXCUT
FOXD1
FOXD2
FOXD4
FOXG1
FOXG1-AS1
FOXK1
FOXN2
FOXN3
FOXO3
FOXO6
FOXP4-AS1
FPGS
FRA10AC1
FRAT1
FREM2
FRMD3
FRMD4A
FRMD5
FRMD8
FRMPD1
FRMPD2
FRMPD3
FSCN1
FSD1L
FTCDNL1
FTH1
FTL
FTX
FUBP3
FUS
FUT11
FUT8
FUT8-AS1
FUT9
FXYD2
FXYD6
FXYD7
FYN
FZD1
FZD3
FZD9
GAA
GAB1
GAB2
GABARAP
GABBR2
GABPB1-AS1
GACAT3
GAD1
GADD45A
GADD45B
GADD45G
GADD45GIP1
GAK
GAL
GAL3ST4
GALNT10
GALNT13
GALNT15
GALR1
GAMT
GAP43
GAPLINC
GAREM2
GAS1
GAS2L1
GAS6-AS1
GAST
GATAD2A
GATD1
GATM
GATS
GBF1
GBX2
GCAT
GCDH
GCK
GCNT2
GDAP1L1
GDF1
GDF10
GDF11
GDF6
GDI1
GDI2
GDNF-AS1
GDPD1
GDPD2
GEN1
GFAP
GFPT2
GFRA1
GGA1
GGCX
GGT1
GHRH
GID4
GIGYF1
GIT1
GLA
GLCCI1
GLCE
GLDC
GLE1
GLI3
GLIDR
GLIPR2
GLIS3
GLOD4
GLOD5
GLRX2
GLTP
GLUD1
GLUL
GMPPA
GMPR
GNA13
GNAI1
GNAI2
GNAI3
GNAO1
GNAQ
GNAZ
GNB4
GNE
GNG2
GNG4
GNG7
GNL2
GNPDA1
GNRH2
GOLGA1
GOLGA2P6
GOLGA5
GOLGA6L4
GOLGA6L6
GOLGA8B
GOLGA8M
GOLGA8T
GOLIM4
GOLM1
GOPC
GORASP1
GPAM
GPAT2
GPC1
GPC4
GPC6
GPD2
GPIHBP1
GPM6A
GPM6B
GPNMB
GPR12
GPR146
GPR158
GPR158-AS1
GPR161
GPR162
GPR17
GPR176
GPR19
GPR3
GPR35
GPR37L1
GPR39
GPR61
GPR75-ASB3
GPRC5B
GPRIN1
GPRIN2
GPSM1
GPSM2
GPT
GRAMD1B
GRAMD2A
GRAMD2B
GRAMD4
GRB10
GREB1
GRHPR
GRIA1
GRIA2
GRIA3
GRIA4
GRID1
GRID2
GRID2IP
GRIK2
GRIK3
GRIK4
GRIN1
GRIN2C
GRIN2D
GRINA
GRIP2
GRK6
GRM2
GRM5
GRM5-AS1
GRPEL1
GRSF1
GS1-124K5.11
GSDME
GSE1
GSK3A
GSK3B
GSN
GSR
GSTA4
GSTM2
GSTZ1
GSX1
GSX2
GTF2A1
GTF2E2
GTF2F1
GTF2H1
GTF2H3
GTF2H5
GTF2IRD1
GTF3C5
GTPBP1
GTPBP4
GUCY1A2
GUCY1B3
GUF1
GVQW2
GXYLT1
H1F0
H1FX
H1FX-AS1
H2AFX
HAAO
HABP4
HACL1
HAGH
HAGHL
HAO2
HAP1
HAPLN1
HAPLN2
HAR1A
HAS2-AS1
HAUS7
HBEGF
HBP1
HCFC1
HCFC1-AS1
HCN2
HDAC10
HDAC11
HDAC2-AS2
HDAC4
HDAC5
HDAC9
HDDC2
HDGF
HDGFL3
HDHD5
HDLBP
HEATR4
HECTD4
HECW1
HECW2
HEPACAM
HEPN1
HERC3
HES4
HES6
HES7
HEXIM1
HEY1
HEY2
HEYL
HHAT
HHIP
HIF1A
HIF1A-AS1
HIF3A
HINFP
HINT2
HIP1
HIP1R
HIPK2
HIPK3
HIRA
HIST1H2AB
HIST1H2AD
HIST1H2AL
HIST1H2BB
HIST1H2BC
HIST1H2BD
HIST1H2BN
HIVEP2
HKDC1
HLA-DRB5
HLF
HM13-AS1
HMBS
HMG20A
HMGCR
HMGN2
HMGXB3
HMHB1
HMMR
HMX1
HNRNPA0
HNRNPA3
HNRNPAB
HNRNPH3
HNRNPK
HNRNPUL1
HNRNPUL2
HOGA1
HOMER1
HPCAL1
HPCAL4
HPS4
HRASLS
HRK
HS1BP3
HS1BP3-IT1
HS6ST2
HSD11B1L
HSD17B1
HSD17B14
HSDL1
HSP90B1
HSPA12A
HSPA13
HSPA5
HSPA8
HTR2A
HTRA1
HYAL3
HYLS1
IARS
IBTK
ICOS
ID1
ID2
ID2-AS1
ID3
ID4
IDH2
IDO2
IER2
IER5
IER5L
IFFO2
IFIT5
IFNAR1
IFRD1
IFT27
IGBP1
IGDCC3
IGDCC4
IGFBP5
IGFBP7
IGSF11
IGSF21
IGSF8
IGSF9B
IKZF2
IL11RA
IL17D
IL1RAPL1
IL34
IL9R
ILDR2
ILF2
ILF3
ILKAP
ILVBL
IMPDH2
INF2
ING2
ING3
ING5
INHBB
INO80B
INO80C
INPP5A
INPP5B
INPP5D
INSM1
INSR
IPCEF1
IPO11
IPO9-AS1
IPPK
IQCA1
IQSEC1
IQSEC2
IRF2BP2
IRF2BPL
IRF4
IRS2
ISCA1
ISG15
ISLR2
ISOC2
ITGA11
ITGA3
ITGAV
ITGB4
ITGB5
ITGB8
ITM2B
ITPA
ITPKA
ITPKB
ITPRIPL1
ITSN1
IZUMO2
JADE1
JAKMIP1
JAKMIP2
JAM2
JAM3
JARID2
JAZF1
JCAD
JMJD1C
JMJD7-PLA2G4B
JPH3
JPH4
KANK1
KAT2B
KAT5
KAZN
KBTBD3
KBTBD6
KBTBD7
KCNA1
KCNA10
KCNA2
KCNAB1
KCNAB2
KCNB1
KCNC1
KCNC3
KCND2
KCND3
KCND3-IT1
KCNE4
KCNG2
KCNH2
KCNH7
KCNH8
KCNIP1
KCNIP2
KCNIP3
KCNJ10
KCNJ11
KCNJ12
KCNJ9
KCNK10
KCNK3
KCNK4
KCNMA1
KCNN1
KCNN2
KCNQ1OT1
KCNQ3
KCNQ4
KCNQ5
KCNRG
KCP
KCTD12
KCTD13
KCTD14
KCTD15
KCTD2
KCTD5
KCTD6
KDM2B
KDM4A
KDM4B
KDM4C
KDM6B
KDM7A
KEAP1
KIAA0040
KIAA0319L
KIAA0368
KIAA0513
KIAA0556
KIAA0754
KIAA0930
KIAA1109
KIAA1257
KIAA1324L
KIAA1614
KIAA1671
KIAA1755
KIAA1958
KIF13B
KIF14
KIF17
KIF18A
KIF18B
KIF1A
KIF1B
KIF21A
KIF21B
KIF26A
KIF2A
KIF3C
KIF5A
KIFC3
KIRREL1
KIRREL3
KIT
KITLG
KIZ
KLC1
KLF12
KLF15
KLF4
KLF6
KLF7
KLF9
KLHDC1
KLHDC4
KLHDC8A
KLHL13
KLHL2
KLHL21
KLHL23
KLHL25
KLHL26
KLHL29
KLHL32
KLHL35
KLRC3
KMT2A
KMT2C
KMT2D
KMT2E
KMT5A
KPNA2
KSR2
KTN1-AS1
KU-MEL-3
KYAT1
LAMA1
LAMA5
LAMB3
LAMTOR1
LANCL1
LAP3
LAPTM5
LARGE1
LARP7
LARS2
LARS2-AS1
LATS1
LBH
LBR
LCA5
LCA5L
LCAT
LCMT2
LCN12
LCN9
LCNL1
LCOR
LCP2
LDB1
LDHB
LDLRAD3
LDLRAD4
LEF1
LEFTY1
LEO1
LEP
LETMD1
LGALS1
LGI4
LHFPL3
LHFPL3-AS1
LHPP
LHX2
LHX4
LHX5
LHX5-AS1
LHX9
LIG3
LIMA1
LIMD1
LIMD1-AS1
LIMS2
LIN7B
LINC-PINT
LINC00092
LINC00240
LINC00265
LINC00266-1
LINC00269
LINC00310
LINC00311
LINC00316
LINC00322
LINC00323
LINC00324
LINC00332
LINC00347
LINC00365
LINC00382
LINC00441
LINC00461
LINC00463
LINC00472
LINC00476
LINC00494
LINC00502
LINC00545
LINC00557
LINC00578
LINC00593
LINC00595
LINC00599
LINC00638
LINC00642
LINC00643
LINC00663
LINC00673
LINC00689
LINC00693
LINC00844
LINC00856
LINC00863
LINC00867
LINC00877
LINC00899
LINC00900
LINC00909
LINC00910
LINC00929
LINC00963
LINC00977
LINC01003
LINC01006
LINC01029
LINC01056
LINC01065
LINC01080
LINC01087
LINC01089
LINC01102
LINC01103
LINC01105
LINC01114
LINC01126
LINC01137
LINC01141
LINC01144
LINC01158
LINC01159
LINC01168
LINC01170
LINC01173
LINC01193
LINC01213
LINC01220
LINC01229
LINC01235
LINC01248
LINC01250
LINC01254
LINC01265
LINC01289
LINC01301
LINC01310
LINC01311
LINC01315
LINC01351
LINC01375
LINC01410
LINC01411
LINC01416
LINC01451
LINC01465
LINC01477
LINC01495
LINC01504
LINC01516
LINC01521
LINC01522
LINC01526
LINC01535
LINC01539
LINC01551
LINC01571
LINC01572
LINC01584
LINC01592
LINC01607
LINC01686
LINC01718
LINC01727
LINC01732
LINC01741
LINC01775
LINC01800
LINC01816
LINC01819
LINC01856
LINC01922
LINC01948
LINC01954
LINC01962
LINC01983
LINC01987
LINC01994
LINC02016
LINC02052
LINC02072
LINC02095
LINC02114
LINC02130
LINC02167
LINC02189
LINC02210
LINC02219
LINC02240
LINC02273
LINC02280
LINC02289
LINC02345
LINC02367
LINC02370
LINC02389
LINC02450
LINC02520
LINC02538
LINC02541
LINC02568
LINCR-0001
LINGO1
LINGO1-AS1
LINS1
LIPA
LIPG
LKAAEAR1
LMAN2L
LMF1
LMF1-AS1
LMO1
LMO2
LMO3
LMO4
LNPK
LNX1
LOC100126784
LOC100128239
LOC100128386
LOC100128993
LOC100129055
LOC100129203
LOC100130264
LOC100130298
LOC100130370
LOC100130417
LOC100131315
LOC100131655
LOC100132078
LOC100287846
LOC100288798
LOC100288866
LOC100505588
LOC100505797
LOC100506368
LOC100506384
LOC100506472
LOC100506639
LOC100506804
LOC100506844
LOC100507002
LOC100507006
LOC100507283
LOC100507351
LOC100996419
LOC100996693
LOC101559451
LOC101926933
LOC101926935
LOC101926964
LOC101927043
LOC101927314
LOC101927359
LOC101927365
LOC101927419
LOC101927502
LOC101927523
LOC101927847
LOC101927851
LOC101927865
LOC101928053
LOC101928087
LOC101928107
LOC101928150
LOC101928304
LOC101928307
LOC101928323
LOC101928416
LOC101928453
LOC101928530
LOC101928597
LOC101928618
LOC101928659
LOC101928708
LOC101928737
LOC101928847
LOC101928855
LOC101929011
LOC101929210
LOC101929227
LOC101929237
LOC101929268
LOC101929269
LOC101929352
LOC101929497
LOC101929517
LOC101929653
LOC101929679
LOC101929719
LOC101929753
LOC101930071
LOC101930370
LOC102031319
LOC102723385
LOC102723692
LOC102724050
LOC102724467
LOC102724511
LOC102724532
LOC102724589
LOC102724604
LOC102724957
LOC102725254
LOC105369340
LOC105369438
LOC105370622
LOC105372068
LOC105372672
LOC105373021
LOC105376480
LOC105376805
LOC105378663
LOC148413
LOC149684
LOC150935
LOC157273
LOC158434
LOC158435
LOC171391
LOC283177
LOC283710
LOC283856
LOC284395
LOC284798
LOC284898
LOC284933
LOC285593
LOC285804
LOC285889
LOC286178
LOC338694
LOC339529
LOC387810
LOC389247
LOC399715
LOC400927-CSNK1E
LOC400940
LOC403312
LOC403323
LOC440028
LOC440982
LOC441204
LOC442497
LOC642929
LOC643072
LOC643339
LOC643542
LOC646522
LOC648987
LOC728392
LOC728743
LOC730100
LOC730668
LOC731157
LONP1
LOXL2
LPA
LPCAT1
LPCAT4
LPGAT1
LPIN1
LPIN2
LPP
LRFN5
LRIF1
LRIG1
LRMDA
LRP1
LRP1-AS
LRP1B
LRP3
LRP4
LRP4-AS1
LRP5
LRP6
LRP8
LRRC14
LRRC20
LRRC27
LRRC32
LRRC37B
LRRC4
LRRC42
LRRC4B
LRRC4C
LRRC57
LRRC74A
LRRC8A
LRRC8B
LRRC8D
LRRN1
LRRN3
LRRTM1
LRRTM2
LRRTM3
LRRTM4
LRSAM1
LRTOMT
LSAMP
LSM10
LSM6
LSM7
LSM8
LTBP3
LTBP4
LTN1
LTV1
LUARIS
LUC7L
LUZP2
LYL1
LYPD1
LYRM2
LYRM9
LYZL1
LZTS1
LZTS1-AS1
LZTS2
LZTS3
MACF1
MACO1
MACROD1
MAD2L1
MAD2L2
MADCAM1
MAFA
MAFB
MAFG-AS1
MAGEF1
MAGEH1
MAGI1
MAGI2
MAGI2-AS3
MALAT1
MALINC1
MAML2
MAMLD1
MAN1C1
MANEAL
